"term","categories","variant_names","wikipedia_en","wikipedia_he","selected_anchor_text","hebrew_term","chavrutai_search_url","wiki_match_source"
"ben Idi","names","","","","","","https://chavrutai.com/search?q=ben%20Idi",""
"ben Imma Miriam","names","","","","","","https://chavrutai.com/search?q=ben%20Imma%20Miriam",""
"ben Kalba Savua","names","","","","","","https://chavrutai.com/search?q=ben%20Kalba%20Savua",""
"ben Kamtzar","names","","","","","","https://chavrutai.com/search?q=ben%20Kamtzar",""
"ben Katin","names","","","","","","https://chavrutai.com/search?q=ben%20Katin",""
"ben Koziva","names","","","","","","https://chavrutai.com/search?q=ben%20Koziva",""
"ben Lakonya","names","","","","","","https://chavrutai.com/search?q=ben%20Lakonya",""
"ben Levi","names","","","","","","https://chavrutai.com/search?q=ben%20Levi",""
"ben Megusat","names","","","","","","https://chavrutai.com/search?q=ben%20Megusat",""
"Ben Mekoshesh","talmudToponyms","","","","","","https://chavrutai.com/search?q=Ben%20Mekoshesh",""
"ben Nanas","names","","","","","","https://chavrutai.com/search?q=ben%20Nanas",""
"ben Nannas","names","","","","","","https://chavrutai.com/search?q=ben%20Nannas",""
"ben Nappaḥa","names","","","","","","https://chavrutai.com/search?q=ben%20Nappa%E1%B8%A5a",""
"ben Nedavai","names","","","","","","https://chavrutai.com/search?q=ben%20Nedavai",""
"Ben Netz","names","","","","","","https://chavrutai.com/search?q=Ben%20Netz",""
"ben Netzer","names","","","","","","https://chavrutai.com/search?q=ben%20Netzer",""
"ben Pazi","names","","","","","","https://chavrutai.com/search?q=ben%20Pazi",""
"ben Perata son of the son of Rabbi Perata","names","","","","","","https://chavrutai.com/search?q=ben%20Perata%20son%20of%20the%20son%20of%20Rabbi%20Perata",""
"Ben Petora","names","","","","","","https://chavrutai.com/search?q=Ben%20Petora",""
"ben Reḥumi","names","","","","","","https://chavrutai.com/search?q=ben%20Re%E1%B8%A5umi",""
"ben Setada","names","","","","","","https://chavrutai.com/search?q=ben%20Setada",""
"Ben Shelakot","names","","","","","","https://chavrutai.com/search?q=Ben%20Shelakot",""
"ben Stada","names","","","","","","https://chavrutai.com/search?q=ben%20Stada",""
"ben Tedal","names","","","","","","https://chavrutai.com/search?q=ben%20Tedal",""
"ben Teima","names","","","","","","https://chavrutai.com/search?q=ben%20Teima",""
"ben Temalyon","names","","","","","","https://chavrutai.com/search?q=ben%20Temalyon",""
"ben Tzion","names","","","","","","https://chavrutai.com/search?q=ben%20Tzion",""
"ben Tzitzit HaKesat","names","","","","","","https://chavrutai.com/search?q=ben%20Tzitzit%20HaKesat",""
"ben Tziyyon","names","","","","","","https://chavrutai.com/search?q=ben%20Tziyyon",""
"Ben Uzziel","names","","","","","","https://chavrutai.com/search?q=Ben%20Uzziel",""
"ben Yasiyan","names","","","","","","https://chavrutai.com/search?q=ben%20Yasiyan",""
"ben Yasiyyan","names","","","","","","https://chavrutai.com/search?q=ben%20Yasiyyan",""
"ben Yoḥai","names","","","","","","https://chavrutai.com/search?q=ben%20Yo%E1%B8%A5ai",""
"ben Zakkai","names","","","","","","https://chavrutai.com/search?q=ben%20Zakkai",""
"ben Zaza","names","","","","","","https://chavrutai.com/search?q=ben%20Zaza",""
"Ben Zoma","names","","https://en.wikipedia.org/wiki/Ben_Zoma","","Ben-Zoma","","https://chavrutai.com/search?q=Ben%20Zoma","blog"
"Benaiah","biblicalNames","Benaiah ben Jehoiada; Benaiah the son of Jehoiada; Benaiah, son of Jehoiada; Benayahu, son of Jehoiada","https://en.wikipedia.org/wiki/Benaiah","","Benayahu son of Jehoiada","","https://chavrutai.com/search?q=Benaiah","biblical_names_api_review:verified_exact_or_redirect"
"Beneberak","talmudToponyms","Benei Berak","https://en.wikipedia.org/wiki/Beneberak","","Benei Berak","","https://chavrutai.com/search?q=Beneberak","blog"
"Benjamin","biblicalNames","Benjamin the righteous; Benjamin, son of Jacob","https://en.wikipedia.org/wiki/Benjamin","https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F","Benjamin’s sons","בנימין","https://chavrutai.com/search?q=Benjamin","biblical_names_api_review:verified_exact_or_redirect"
"Beor","biblicalNames","","","","","","https://chavrutai.com/search?q=Beor","biblical_names_api_review:disambiguation_only"
"Beror Ḥayil","talmudToponyms","","","","","","https://chavrutai.com/search?q=Beror%20%E1%B8%A4ayil",""
"Berurya, the wife of Rabbi Meir","names","","","","","","https://chavrutai.com/search?q=Berurya%2C%20the%20wife%20of%20Rabbi%20Meir",""
"bestiality","concepts","","","","","","https://chavrutai.com/search?q=bestiality",""
"Bethel","biblicalPlaces","","https://en.wikipedia.org/wiki/Bethel","","Bethel","","https://chavrutai.com/search?q=Bethel","blog"
"Beth-El","biblicalPlaces","","","","","","https://chavrutai.com/search?q=Beth-El",""
"Bethlehem","talmudToponyms","","https://en.wikipedia.org/wiki/Bethlehem","","Bethlehem","","https://chavrutai.com/search?q=Bethlehem","blog"
"Bethmaus","talmudToponyms","Maon","https://en.wikipedia.org/wiki/Bethmaus","","Maon","","https://chavrutai.com/search?q=Bethmaus","blog"
"Bethoron","talmudToponyms","Beit Ḥoron","https://en.wikipedia.org/wiki/Bethoron","","Beit Ḥoron","","https://chavrutai.com/search?q=Bethoron","blog"
"Bevai bar Abaye","names","Rav Beivai bar Abaye","https://en.wikipedia.org/wiki/Bevai_bar_Abaye","","Rav Beivai bar Abaye","","https://chavrutai.com/search?q=Bevai%20bar%20Abaye","blog"
"Bezalel","biblicalNames","","https://en.wikipedia.org/wiki/Bezalel","","Bezalel","","https://chavrutai.com/search?q=Bezalel","biblical_names_api_review:verified_exact_or_redirect"
"Biblical Egypt","biblicalNations;biblicalPlaces","Egypt","https://en.wikipedia.org/wiki/Biblical_Egypt#In_the_Book_of_Genesis","","Egypt","","https://chavrutai.com/search?q=Biblical%20Egypt","blog"
"Biblical Egypt","names","Egyptians","https://en.wikipedia.org/wiki/Biblical_Egypt","","Egyptians","","https://chavrutai.com/search?q=Biblical%20Egypt","blog"
"Bigtan and Teresh","biblicalNames","","","","","","https://chavrutai.com/search?q=Bigtan%20and%20Teresh","biblical_names_api_review:no_exact_page"
"Bigthan and Teresh","biblicalNames","Bigthan","https://en.wikipedia.org/wiki/Bigthan_and_Teresh","","","","https://chavrutai.com/search?q=Bigthan%20and%20Teresh","biblical_names_api_review:verified_exact_or_redirect"
"Bildad","biblicalNames","Bildad the Shuhite","https://en.wikipedia.org/wiki/Bildad","","Bildad the Shuhite","","https://chavrutai.com/search?q=Bildad","biblical_names_api_review:verified_exact_or_redirect"
"Billak","names","","","","","","https://chavrutai.com/search?q=Billak",""
"Binyamin the doctor","names","","","","","","https://chavrutai.com/search?q=Binyamin%20the%20doctor",""
"Binyamin the righteous","names","","","","","","https://chavrutai.com/search?q=Binyamin%20the%20righteous",""
"Binyamin the shepherd","names","","","","","","https://chavrutai.com/search?q=Binyamin%20the%20shepherd",""
"Biram","talmudToponyms","","","","","","https://chavrutai.com/search?q=Biram",""
"Biran River","talmudToponyms","","","","","","https://chavrutai.com/search?q=Biran%20River",""
"Birat Serika","talmudToponyms","","","","","","https://chavrutai.com/search?q=Birat%20Serika",""
"Birei","talmudToponyms","","","","","","https://chavrutai.com/search?q=Birei",""
"Birei DeNeresh","talmudToponyms","","","","","","https://chavrutai.com/search?q=Birei%20DeNeresh",""
"Bireka","talmudToponyms","","","","","","https://chavrutai.com/search?q=Bireka",""
"Bireta DeSatya","talmudToponyms","","","","","","https://chavrutai.com/search?q=Bireta%20DeSatya",""
"Birya","talmudToponyms","Biri","https://en.wikipedia.org/wiki/Birya","","Biri","","https://chavrutai.com/search?q=Birya","blog"
"blood redeemer","concepts","","","","","","https://chavrutai.com/search?q=blood%20redeemer",""
"Bnei Bathyra","names","sons of Beteira; the sons of Beteira","https://en.wikipedia.org/wiki/Bnei_Bathyra","","sons of Beteira","","https://chavrutai.com/search?q=Bnei%20Bathyra","blog"
"Bnei Brak","talmudToponyms","","","","","","https://chavrutai.com/search?q=Bnei%20Brak",""
"Boaz","biblicalNames","","https://en.wikipedia.org/wiki/Boaz","","Boaz","","https://chavrutai.com/search?q=Boaz","biblical_names_api_review:verified_exact_or_redirect"
"Boeing AH-64 Apache","biblicalNames","Saraph","https://en.wikipedia.org/wiki/Boeing_AH-64_Apache","","","","https://chavrutai.com/search?q=Boeing%20AH-64%20Apache","biblical_names_api_review:verified_exact_or_redirect"
"Boethus ben Zunen","names","","","","","","https://chavrutai.com/search?q=Boethus%20ben%20Zunen",""
"Boethusian","names","","","","","","https://chavrutai.com/search?q=Boethusian",""
"Boethusians","names","","https://en.wikipedia.org/wiki/Boethusians","","Boethusians","","https://chavrutai.com/search?q=Boethusians","blog"
"Bonyam ben Nunyam","names","","","","","","https://chavrutai.com/search?q=Bonyam%20ben%20Nunyam",""
"Bonyos","names","","","","","","https://chavrutai.com/search?q=Bonyos",""
"Book of Jeremiah","biblicalNames","Hananiah, son of Azzur","https://en.wikipedia.org/wiki/Book_of_Jeremiah","https://he.wikipedia.org/wiki/%D7%A1%D7%A4%D7%A8_%D7%99%D7%A8%D7%9E%D7%99%D7%94%D7%95","","ספר ירמיהו","https://chavrutai.com/search?q=Book%20of%20Jeremiah","biblical_names_api_review:verified_exact_or_redirect"
"Bosor","talmudToponyms","Bezer","https://en.wikipedia.org/wiki/Bosor","","Bezer","","https://chavrutai.com/search?q=Bosor","blog"
"Botnit, son of Abba Shaul ben Botnit","names","","","","","","https://chavrutai.com/search?q=Botnit%2C%20son%20of%20Abba%20Shaul%20ben%20Botnit",""
"Bozrah","talmudToponyms","","","","","","https://chavrutai.com/search?q=Bozrah",""
"bridge of Babylonia","talmudToponyms","","","","","","https://chavrutai.com/search?q=bridge%20of%20Babylonia",""
"Bridge of Shabistana","talmudToponyms","","","","","","https://chavrutai.com/search?q=Bridge%20of%20Shabistana",""
"Bruriah","names","Berurya","https://en.wikipedia.org/wiki/Bruriah","","Berurya","","https://chavrutai.com/search?q=Bruriah","blog"
"Buni","names","","","","","","https://chavrutai.com/search?q=Buni",""
"Burni","talmudToponyms","","","","","","https://chavrutai.com/search?q=Burni",""
"Burnitz River","talmudToponyms","","","","","","https://chavrutai.com/search?q=Burnitz%20River",""
"Burnt offering (Judaism)","concepts","burnt offering; burnt-offering","https://en.wikipedia.org/wiki/Burnt_offering_(Judaism)","","Burnt offering","","https://chavrutai.com/search?q=Burnt%20offering%20(Judaism)","blog"
"Bursi","talmudToponyms","","","","","","https://chavrutai.com/search?q=Bursi",""
"Bursif","talmudToponyms","","","","","","https://chavrutai.com/search?q=Bursif",""
"butchers of Huzal","names","","","","","","https://chavrutai.com/search?q=butchers%20of%20Huzal",""
"Caesar (title)","names","Caesar","https://en.wikipedia.org/wiki/Caesar_(title)#Dynastic_title","","Caesar","","https://chavrutai.com/search?q=Caesar%20(title)","blog"
"Caesarea Maritima","talmudToponyms","Caesarea","https://en.wikipedia.org/wiki/Caesarea_Maritima","","Caesarea","","https://chavrutai.com/search?q=Caesarea%20Maritima","blog"
"Cain","biblicalNames","","https://en.wikipedia.org/wiki/Cain","","","","https://chavrutai.com/search?q=Cain","biblical_names_api_review:verified_exact_or_redirect"
"Caleb","biblicalNames","Caleb, son of Jephunneh","https://en.wikipedia.org/wiki/Caleb","","Caleb","","https://chavrutai.com/search?q=Caleb","biblical_names_api_review:verified_exact_or_redirect"
"Canaan","biblicalPlaces","","https://en.wikipedia.org/wiki/Canaan","","Canaan","","https://chavrutai.com/search?q=Canaan","blog"
"Canaanite","concepts","","","","","","https://chavrutai.com/search?q=Canaanite",""
"Candelabrum","concepts","","","","","","https://chavrutai.com/search?q=Candelabrum",""
"capital law","concepts","","","","","","https://chavrutai.com/search?q=capital%20law",""
"Cappadocia","talmudToponyms","","https://en.wikipedia.org/wiki/Cappadocia","","Cappadocia","","https://chavrutai.com/search?q=Cappadocia","blog"
"Carmanians","names","","","","","","https://chavrutai.com/search?q=Carmanians",""
"Carmel","talmudToponyms","","","","","","https://chavrutai.com/search?q=Carmel",""
"Carmi","talmudToponyms","","","","","","https://chavrutai.com/search?q=Carmi",""
"Carthage","talmudToponyms","","https://en.wikipedia.org/wiki/Carthage","","Carthage","","https://chavrutai.com/search?q=Carthage","blog"
"Cave of Machpelah","talmudToponyms","","","","","","https://chavrutai.com/search?q=Cave%20of%20Machpelah",""
"Cave of Pamyas","talmudToponyms","","","","","","https://chavrutai.com/search?q=Cave%20of%20Pamyas",""
"Celebration of the Place of the Drawing","concepts","","","","","","https://chavrutai.com/search?q=Celebration%20of%20the%20Place%20of%20the%20Drawing",""
"certain hooligans","names","","","","","","https://chavrutai.com/search?q=certain%20hooligans",""
"Certain porters","names","","","","","","https://chavrutai.com/search?q=Certain%20porters",""
"certain residents Bei Ḥarmakh","names","","","","","","https://chavrutai.com/search?q=certain%20residents%20Bei%20%E1%B8%A4armakh",""
"certain thieves","names","","","","","","https://chavrutai.com/search?q=certain%20thieves",""
"Chaber","concepts","ḥaver","https://en.wikipedia.org/wiki/Chaber","","ḥaver","","https://chavrutai.com/search?q=Chaber","blog"
"Chaldea","names;talmudToponyms","the Chaldeans","https://en.wikipedia.org/wiki/Chaldea#End_of_the_Chaldean_dynasty","","Chaldeans","","https://chavrutai.com/search?q=Chaldea","blog"
"Chaldea","biblicalNations;concepts;names","Chaldean","https://en.wikipedia.org/wiki/Chaldea","","Chaldean","","https://chavrutai.com/search?q=Chaldea","blog"
"Chileab, son of David","biblicalNames","","","","","","https://chavrutai.com/search?q=Chileab%2C%20son%20of%20David","biblical_names_api_review:no_exact_page"
"Cimolia","talmudToponyms","","","","","","https://chavrutai.com/search?q=Cimolia",""
"cities overseas","talmudToponyms","","","","","","https://chavrutai.com/search?q=cities%20overseas",""
"city of Meḥasya","talmudToponyms","","","","","","https://chavrutai.com/search?q=city%20of%20Me%E1%B8%A5asya",""
"city of Rome","talmudToponyms","","","","","","https://chavrutai.com/search?q=city%20of%20Rome",""
"Cleopatra, Queen of Alexandria","names","","","","","","https://chavrutai.com/search?q=Cleopatra%2C%20Queen%20of%20Alexandria",""
"Cleopatra, the Greek queen","names","","","","","","https://chavrutai.com/search?q=Cleopatra%2C%20the%20Greek%20queen",""
"communal offering","concepts","","","","","","https://chavrutai.com/search?q=communal%20offering",""
"consecration","concepts","","","","","","https://chavrutai.com/search?q=consecration",""
"Coptic language","biblicalNations","Coptic","https://en.wikipedia.org/wiki/Coptic_language","","Coptic","","https://chavrutai.com/search?q=Coptic%20language","blog"
"court of the Hasmoneans","names","the court of the Hasmoneans","","","","","https://chavrutai.com/search?q=court%20of%20the%20Hasmoneans",""
"Cozbi","biblicalNames","","https://en.wikipedia.org/wiki/Cozbi","","Cozbi","","https://chavrutai.com/search?q=Cozbi","biblical_names_api_review:verified_exact_or_redirect"
"Crossing the Red Sea","concepts","splitting of the Red Sea","https://en.wikipedia.org/wiki/Crossing_the_Red_Sea","","Splitting of the Red Sea","","https://chavrutai.com/search?q=Crossing%20the%20Red%20Sea","blog"
"Cush (Bible)","biblicalNations","Cushite","https://en.wikipedia.org/wiki/Cush_(Bible)","","Cushite","","https://chavrutai.com/search?q=Cush%20(Bible)","blog"
"Cushan-rishathaim","biblicalNames","","https://en.wikipedia.org/wiki/Cushan-rishathaim","","","","https://chavrutai.com/search?q=Cushan-rishathaim","biblical_names_api_review:verified_exact_or_redirect"
"Cyprus","talmudToponyms","","","","","","https://chavrutai.com/search?q=Cyprus",""
"Cyrus","biblicalNames","","https://en.wikipedia.org/wiki/Cyrus","","Cyrus","","https://chavrutai.com/search?q=Cyrus","biblical_names_api_review:verified_exact_or_redirect"
"D’vil","talmudToponyms","","","","","","https://chavrutai.com/search?q=D%E2%80%99vil",""
"daily afternoon offering","concepts","","","","","","https://chavrutai.com/search?q=daily%20afternoon%20offering",""
"daily morning offering","concepts","","","","","","https://chavrutai.com/search?q=daily%20morning%20offering",""
"Dama","names","","","","","","https://chavrutai.com/search?q=Dama",""
"Dama ben Netina","names","","","","","","https://chavrutai.com/search?q=Dama%20ben%20Netina",""
"Damascus","talmudToponyms","","https://en.wikipedia.org/wiki/Damascus","","Damascene","","https://chavrutai.com/search?q=Damascus","blog"
"Damḥarya","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dam%E1%B8%A5arya",""
"Damihareya","talmudToponyms","","","","","","https://chavrutai.com/search?q=Damihareya",""
"Dan (ancient city)","talmudToponyms","Leshem","https://en.wikipedia.org/wiki/Dan_(ancient_city)#Laish/Leshem","","Leshem","","https://chavrutai.com/search?q=Dan%20(ancient%20city)","blog"
"Dan (son of Jacob)","talmudToponyms","Dan","https://en.wikipedia.org/wiki/Dan_(son_of_Jacob)","","Dan","","https://chavrutai.com/search?q=Dan%20(son%20of%20Jacob)","blog"
"Daniel","biblicalNames","","","","Daniel","","https://chavrutai.com/search?q=Daniel","biblical_names_api_review:disambiguation_only"
"Daniel’s synagogue","talmudToponyms","","","","","","https://chavrutai.com/search?q=Daniel%E2%80%99s%20synagogue",""
"Dankhu","names","","","","","","https://chavrutai.com/search?q=Dankhu",""
"Danna’ai","names","","","","","","https://chavrutai.com/search?q=Danna%E2%80%99ai",""
"Dannak River","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dannak%20River",""
"Dari","names","","","","","","https://chavrutai.com/search?q=Dari",""
"Darius","biblicalNames","","","","","","https://chavrutai.com/search?q=Darius","biblical_names_api_review:disambiguation_only"
"Darshish","talmudToponyms","","","","","","https://chavrutai.com/search?q=Darshish",""
"Daru","names","","","","","","https://chavrutai.com/search?q=Daru",""
"Daru bar Pappa","names","","","","","","https://chavrutai.com/search?q=Daru%20bar%20Pappa",""
"Darumata","talmudToponyms","","","","","","https://chavrutai.com/search?q=Darumata",""
"Dathan","biblicalNames","","https://en.wikipedia.org/wiki/Dathan","","Dathan","","https://chavrutai.com/search?q=Dathan","biblical_names_api_review:verified_exact_or_redirect"
"Daughter of Ḥakhinai","names","","","","","","https://chavrutai.com/search?q=Daughter%20of%20%E1%B8%A4akhinai",""
"daughter of Nakdimon ben Guryon","names","","","","","","https://chavrutai.com/search?q=daughter%20of%20Nakdimon%20ben%20Guryon",""
"daughter-in-law of Rabbi Oshaya","names","","","","","","https://chavrutai.com/search?q=daughter-in-law%20of%20Rabbi%20Oshaya",""
"daughter-in-law of the house of the son of Elyashiv","names","","","","","","https://chavrutai.com/search?q=daughter-in-law%20of%20the%20house%20of%20the%20son%20of%20Elyashiv",""
"Daughters of Zelophehad","biblicalNames","Zelophehad","https://en.wikipedia.org/wiki/Daughters_of_Zelophehad","","Daughters of Zelophehad","","https://chavrutai.com/search?q=Daughters%20of%20Zelophehad","biblical_names_api_review:verified_exact_or_redirect"
"David","biblicalNames","David, son of Yishai; King David","https://en.wikipedia.org/wiki/David","https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93","David","דוד","https://chavrutai.com/search?q=David","biblical_names_api_review:verified_exact_or_redirect"
"De’iskarta","talmudToponyms","","","","","","https://chavrutai.com/search?q=De%E2%80%99iskarta",""
"Dead Sea","talmudToponyms","","https://en.wikipedia.org/wiki/Dead_Sea#Names","https://he.wikipedia.org/wiki/%D7%99%D7%9D_%D7%94%D7%9E%D7%9C%D7%97","Dead Sea“, section “Names","ים המלח","https://chavrutai.com/search?q=Dead%20Sea","blog+en_langlink_he"
"Death (personification)","names","Angel of Death; the Angel of Death","https://en.wikipedia.org/wiki/Death_(personification)#In_Judaism","","Angel of Death","","https://chavrutai.com/search?q=Death%20(personification)","blog"
"Deborah","biblicalNames","","https://en.wikipedia.org/wiki/Deborah","","Deborah","","https://chavrutai.com/search?q=Deborah","biblical_names_api_review:verified_exact_or_redirect"
"Delilah","biblicalNames","","https://en.wikipedia.org/wiki/Delilah","","Delilah","","https://chavrutai.com/search?q=Delilah","biblical_names_api_review:verified_exact_or_redirect"
"Derokera","talmudToponyms","","","","","","https://chavrutai.com/search?q=Derokera",""
"descendant of Noah","biblicalNames","","","","","","https://chavrutai.com/search?q=descendant%20of%20Noah","biblical_names_api_review:no_exact_page"
"descendants of Joab, son of Zeruiah","names","the descendants of Joab, son of Zeruiah","","","","","https://chavrutai.com/search?q=descendants%20of%20Joab%2C%20son%20of%20Zeruiah",""
"desert of Gaza","talmudToponyms","","","","","","https://chavrutai.com/search?q=desert%20of%20Gaza",""
"destruction of Jerusalem","concepts","","","","","","https://chavrutai.com/search?q=destruction%20of%20Jerusalem",""
"Destruction of the Temple","concepts","","","","","","https://chavrutai.com/search?q=Destruction%20of%20the%20Temple",""
"Deyomset","talmudToponyms","","","","","","https://chavrutai.com/search?q=Deyomset",""
"Diaspora","talmudToponyms","","https://en.wikipedia.org/wiki/Diaspora","","Diaspora - Wikipedia","","https://chavrutai.com/search?q=Diaspora","blog"
"Difti","talmudToponyms","","","","","","https://chavrutai.com/search?q=Difti",""
"Diglat","talmudToponyms","","","","","","https://chavrutai.com/search?q=Diglat",""
"Dihavat","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dihavat",""
"Dimhorya","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dimhorya",""
"Dimi (rabbi)","names","Rav Dimi","https://en.wikipedia.org/wiki/Dimi_(rabbi)","","Rav Dimi","","https://chavrutai.com/search?q=Dimi%20(rabbi)","blog"
"Dimi bar Kakuzta","names","","","","","","https://chavrutai.com/search?q=Dimi%20bar%20Kakuzta",""
"Dina, the daughter of Jacob","biblicalNames","","","","","","https://chavrutai.com/search?q=Dina%2C%20the%20daughter%20of%20Jacob","biblical_names_api_review:no_exact_page"
"dinarius","concepts","","","","","","https://chavrutai.com/search?q=dinarius",""
"Diskarta","talmudToponyms","","","","","","https://chavrutai.com/search?q=Diskarta",""
"diverse kinds","concepts","","","","","","https://chavrutai.com/search?q=diverse%20kinds",""
"Divine Presence","concepts","","","","","","https://chavrutai.com/search?q=Divine%20Presence",""
"Dobiel","names","Dubiel","https://en.wikipedia.org/wiki/Dobiel","","Dubiel","","https://chavrutai.com/search?q=Dobiel","blog"
"Doeg","biblicalNames","","","","Doeg","","https://chavrutai.com/search?q=Doeg","biblical_names_api_review:disambiguation_only"
"Doeg ben Yosef","names","","","","","","https://chavrutai.com/search?q=Doeg%20ben%20Yosef",""
"Doeg the Edomite","biblicalNames","","https://en.wikipedia.org/wiki/Doeg_the_Edomite","","In Rabbinical literature","","https://chavrutai.com/search?q=Doeg%20the%20Edomite","biblical_names_api_review:verified_exact_or_redirect"
"Domakya","talmudToponyms","","","","","","https://chavrutai.com/search?q=Domakya",""
"Donag","names","","","","","","https://chavrutai.com/search?q=Donag",""
"Dorenunita","names","","","","","","https://chavrutai.com/search?q=Dorenunita",""
"Dostai, father of Rabbi Aptoriki","names","","","","","","https://chavrutai.com/search?q=Dostai%2C%20father%20of%20Rabbi%20Aptoriki",""
"Dough offering","concepts","ḥalla","https://en.wikipedia.org/wiki/Dough_offering","","ḥalla","","https://chavrutai.com/search?q=Dough%20offering","blog"
"Drink offering","concepts","libations","https://en.wikipedia.org/wiki/Drink_offering","","libations","","https://chavrutai.com/search?q=Drink%20offering","blog"
"Drokart","talmudToponyms","","","","","","https://chavrutai.com/search?q=Drokart",""
"Dubiel, the ministering angel of the Persians","names","","","","","","https://chavrutai.com/search?q=Dubiel%2C%20the%20ministering%20angel%20of%20the%20Persians",""
"Dukeret","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dukeret",""
"Dumah (angel)","names","Duma","https://en.wikipedia.org/wiki/Dumah_(angel)","","Duma","","https://chavrutai.com/search?q=Dumah%20(angel)","blog"
"Dumsekanin","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dumsekanin",""
"Dura","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dura",""
"Dura that was founded by shepherds","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dura%20that%20was%20founded%20by%20shepherds",""
"Dura Valley","talmudToponyms","","","","","","https://chavrutai.com/search?q=Dura%20Valley",""
"Eber","biblicalNames","","https://en.wikipedia.org/wiki/Eber","","Eber","","https://chavrutai.com/search?q=Eber","biblical_names_api_review:verified_exact_or_redirect"
"Ebiathar","biblicalNames","","","","","","https://chavrutai.com/search?q=Ebiathar","biblical_names_api_review:no_exact_page"
"Eden","biblicalPlaces","","","","","","https://chavrutai.com/search?q=Eden",""
"Edom","biblicalNations;talmudToponyms","","https://en.wikipedia.org/wiki/Edom#Hebrew_Bible","","Edomites","","https://chavrutai.com/search?q=Edom","blog"
"Edomite","biblicalNations","","","","","","https://chavrutai.com/search?q=Edomite",""
"Efrayim Miksha’a, a student of Rabbi Meir","names","","","","","","https://chavrutai.com/search?q=Efrayim%20Miksha%E2%80%99a%2C%20a%20student%20of%20Rabbi%20Meir",""
"Efrayim Miksha’a, disciple of Rabbi Meir","names","","","","","","https://chavrutai.com/search?q=Efrayim%20Miksha%E2%80%99a%2C%20disciple%20of%20Rabbi%20Meir",""
"Efrayim the scribe, a student of Reish Lakish","names","","","","","","https://chavrutai.com/search?q=Efrayim%20the%20scribe%2C%20a%20student%20of%20Reish%20Lakish",""
"Eglon","biblicalNames","","","","Eglon","","https://chavrutai.com/search?q=Eglon","biblical_names_api_review:disambiguation_only"
"Eglon, king of Moab","biblicalNames","","","","","","https://chavrutai.com/search?q=Eglon%2C%20king%20of%20Moab","biblical_names_api_review:no_exact_page"
"Eglon, son of Balak","biblicalNames","","","","","","https://chavrutai.com/search?q=Eglon%2C%20son%20of%20Balak","biblical_names_api_review:no_exact_page"
"Eglon, son of the son of Balak, king of Moab","biblicalNames","","","","","","https://chavrutai.com/search?q=Eglon%2C%20son%20of%20the%20son%20of%20Balak%2C%20king%20of%20Moab","biblical_names_api_review:no_exact_page"
"Egyptian","biblicalNations","","","","","","https://chavrutai.com/search?q=Egyptian",""
"Eifa","names","","","","","","https://chavrutai.com/search?q=Eifa",""
"Eifa and Avimi, the sons of Raḥava","names","","","","","","https://chavrutai.com/search?q=Eifa%20and%20Avimi%2C%20the%20sons%20of%20Ra%E1%B8%A5ava",""
"Eilam","talmudToponyms","","","","","","https://chavrutai.com/search?q=Eilam",""
"Eilamitic","biblicalNations","","","","","","https://chavrutai.com/search?q=Eilamitic",""
"Eilat","talmudToponyms","","","","","","https://chavrutai.com/search?q=Eilat",""
"Ein Bul","talmudToponyms","","","","","","https://chavrutai.com/search?q=Ein%20Bul",""
"Ein Eitam","talmudToponyms","","","","","","https://chavrutai.com/search?q=Ein%20Eitam",""
"Ein Gedi","talmudToponyms","","https://en.wikipedia.org/wiki/Ein_Gedi","","Ein Gedi","","https://chavrutai.com/search?q=Ein%20Gedi","blog"
"Ein Kushi","talmudToponyms","","","","","","https://chavrutai.com/search?q=Ein%20Kushi",""
"Ein Tav","talmudToponyms","","","","","","https://chavrutai.com/search?q=Ein%20Tav",""
"Eina Demayim","talmudToponyms","","","","","","https://chavrutai.com/search?q=Eina%20Demayim",""
"Eina the Elder","names","","","","","","https://chavrutai.com/search?q=Eina%20the%20Elder",""
"Eitan River","talmudToponyms","","","","","","https://chavrutai.com/search?q=Eitan%20River",""
"Ekron","talmudToponyms","","https://en.wikipedia.org/wiki/Ekron","","Ekron","","https://chavrutai.com/search?q=Ekron","blog"
"Elamite","biblicalNations","","","","","","https://chavrutai.com/search?q=Elamite",""
"Elazar ben Arakh","names","","","","","","https://chavrutai.com/search?q=Elazar%20ben%20Arakh",""
"Elazar ben Durdayya","names","","","","","","https://chavrutai.com/search?q=Elazar%20ben%20Durdayya",""
"Elazar ben Ḥanokh","names","","","","","","https://chavrutai.com/search?q=Elazar%20ben%20%E1%B8%A4anokh",""
"Elazar ben Mahavai","names","","","","","","https://chavrutai.com/search?q=Elazar%20ben%20Mahavai",""
"Elazar ben Matya","names","","","","","","https://chavrutai.com/search?q=Elazar%20ben%20Matya",""
