"term","existing_wikipedia_en","verified_wikipedia_en","verified_wikipedia_he","hebrew_title_from_langlink","resolved_title","verification_status","notes"
"Jemimah","","https://en.wikipedia.org/wiki/Jemima","","","Jemima","verified_exact_or_redirect",""
"Jephthah","","https://en.wikipedia.org/wiki/Jephthah","","","Jephthah","verified_exact_or_redirect",""
"Jephthah the Gileadite","","","","","","no_exact_page",""
"Jephunneh","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures,_A%E2%80%93K#Jephunneh","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_A%E2%80%93K","","","List of minor Hebrew Bible figures, A–K","verified_exact_or_redirect",""
"Jered","","https://en.wikipedia.org/wiki/Jared","","","Jared","verified_exact_or_redirect",""
"Jeremiah","https://en.wikipedia.org/wiki/Jeremiah","https://en.wikipedia.org/wiki/Jeremiah","","","Jeremiah","verified_exact_or_redirect",""
"Jeremiah, son of Hilkiah","","","","","","no_exact_page",""
"Jerioth","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures,_A%E2%80%93K#Jerioth","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_A%E2%80%93K","","","List of minor Hebrew Bible figures, A–K","verified_exact_or_redirect",""
"Jeroboam","https://en.wikipedia.org/wiki/Jeroboam","https://en.wikipedia.org/wiki/Jeroboam","","","Jeroboam","verified_exact_or_redirect",""
"Jeroboam ben Joash","","https://en.wikipedia.org/wiki/Jeroboam_II","","","Jeroboam II","verified_exact_or_redirect",""
"Jeroboam ben Nevat","","","","","","no_exact_page",""
"Jeroboam, son of Joash","","","","","","no_exact_page",""
"Jeroboam, son of Nebat","","","","","","no_exact_page",""
"Jeroboam, son of Nevat","","","","","","no_exact_page",""
"Jerubaal","","","","","","no_exact_page",""
"Jesher","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures,_A%E2%80%93K#Jesher","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_A%E2%80%93K","","","List of minor Hebrew Bible figures, A–K","verified_exact_or_redirect",""
"Jesse","https://en.wikipedia.org/wiki/Jesse_(biblical_figure)","https://en.wikipedia.org/wiki/Jesse","","","Jesse","disambiguation_only","resolved to disambiguation page"
"Jesse, father of David","","","","","","no_exact_page",""
"Jezebel","","https://en.wikipedia.org/wiki/Jezebel","","","Jezebel","verified_exact_or_redirect",""
"Joab","https://en.wikipedia.org/wiki/Joab","https://en.wikipedia.org/wiki/Joab","","","Joab","verified_exact_or_redirect",""
"Joab ben Zeruiah","","","","","","no_exact_page",""
"Joab, son of Zeruiah","","","","","","no_exact_page",""
"Joash","https://en.wikipedia.org/wiki/Jehoash_of_Judah","https://en.wikipedia.org/wiki/Jehoash","","","Jehoash","disambiguation_only","resolved to disambiguation page"
"Joash, king of Israel","","","","","","no_exact_page",""
"Job","https://en.wikipedia.org/wiki/Job_(biblical_figure)","https://en.wikipedia.org/wiki/Job","","","Job","verified_exact_or_redirect",""
"Jochebed","https://en.wikipedia.org/wiki/Jochebed","https://en.wikipedia.org/wiki/Jochebed","","","Jochebed","verified_exact_or_redirect",""
"Joel","","https://en.wikipedia.org/wiki/Joel","","","Joel","disambiguation_only","resolved to disambiguation page"
"Joel, son of Pethuel","","","","","","no_exact_page",""
"Johanan","https://en.wikipedia.org/wiki/Johanan_(name)","https://en.wikipedia.org/wiki/Yohanan","","","Yohanan","verified_exact_or_redirect",""
"Johanan, son of Kareah","","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_A%E2%80%93K","","","List of minor Hebrew Bible figures, A–K","verified_exact_or_redirect",""
"Joiarib","","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_A%E2%80%93K","","","List of minor Hebrew Bible figures, A–K","verified_exact_or_redirect",""
"Jonadab ben Rechab","","https://en.wikipedia.org/wiki/Jehonadab","","","Jehonadab","verified_exact_or_redirect",""
"Jonadab, son of Rechab","","","","","","no_exact_page",""
"Jonah","https://en.wikipedia.org/wiki/Jonah#The_fish","https://en.wikipedia.org/wiki/Jonah","","","Jonah","verified_exact_or_redirect",""
"Jonah, son of Amittai","","","","","","no_exact_page",""
"Jonah’s wife","","","","","","no_exact_page",""
"Jonathan","https://en.wikipedia.org/wiki/Jonathan_(name)","https://en.wikipedia.org/wiki/Jonathan","","","Jonathan","disambiguation_only","resolved to disambiguation page"
"Jonathan, son of Saul","https://en.wikipedia.org/wiki/Jonathan_(1_Samuel)","","","","","no_exact_page",""
"Joram","","https://en.wikipedia.org/wiki/Joram","","","Joram","disambiguation_only","resolved to disambiguation page"
"Joram, son of Ahab","","","","","","no_exact_page",""
"Joseph","https://en.wikipedia.org/wiki/Joseph_(Genesis)","https://en.wikipedia.org/wiki/Joseph","","","Joseph","verified_exact_or_redirect",""
"Joseph the righteous","","","","","","no_exact_page",""
"Joshua","https://en.wikipedia.org/wiki/Joshua","https://en.wikipedia.org/wiki/Joshua","","","Joshua","verified_exact_or_redirect",""
"Joshua bin Nun","","https://en.wikipedia.org/wiki/Joshua","","","Joshua","verified_exact_or_redirect",""
"Joshua the High Priest","https://en.wikipedia.org/wiki/Joshua_the_High_Priest","https://en.wikipedia.org/wiki/Joshua_the_High_Priest","","","Joshua the High Priest","verified_exact_or_redirect",""
"Joshua the son of Nun","","","","","","no_exact_page",""
"Joshua, son of Nun","","https://en.wikipedia.org/wiki/Joshua","","","Joshua","verified_exact_or_redirect",""
"Joshua, the son of Nun","","","","","","no_exact_page",""
"Josiah","https://en.wikipedia.org/wiki/Josiah","https://en.wikipedia.org/wiki/Josiah","","","Josiah","verified_exact_or_redirect",""
"Josiah the son of Amon","","","","","","no_exact_page",""
"Josiah, son of Amon","","","","","","no_exact_page",""
"Jotham","","https://en.wikipedia.org/wiki/Jotham","","","Jotham","verified_exact_or_redirect",""
"Jotham ben Uzziah","","","","","","no_exact_page",""
"Judah","https://en.wikipedia.org/wiki/Tribe_of_Judah","https://en.wikipedia.org/wiki/Judah","","","Judah","disambiguation_only","resolved to disambiguation page"
"Keren-happuch","https://en.wikipedia.org/wiki/Keren-happuch","https://en.wikipedia.org/wiki/Keren-happuch","","","Keren-happuch","verified_exact_or_redirect",""
"Keziah","https://en.wikipedia.org/wiki/Keziah","https://en.wikipedia.org/wiki/Keziah","","","Keziah","verified_exact_or_redirect",""
"Kilab, son of David","","","","","","no_exact_page",""
"Kilav","","","","","","no_exact_page",""
"King Ahasuerus","","https://en.wikipedia.org/wiki/Ahasuerus","","","Ahasuerus","verified_exact_or_redirect",""
"King Baladan","","","","","","no_exact_page",""
"King David","https://en.wikipedia.org/wiki/King_David","https://en.wikipedia.org/wiki/David","https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93","דוד","David","verified_exact_or_redirect",""
"King Hezekiah","","https://en.wikipedia.org/wiki/Hezekiah","https://he.wikipedia.org/wiki/%D7%97%D7%96%D7%A7%D7%99%D7%94%D7%95","חזקיהו","Hezekiah","verified_exact_or_redirect",""
"King Josiah","","https://en.wikipedia.org/wiki/Josiah","","","Josiah","verified_exact_or_redirect",""
"King Solomon","","https://en.wikipedia.org/wiki/Solomon","","","Solomon","verified_exact_or_redirect",""
"Korah","https://en.wikipedia.org/wiki/Korah#Genealogy","https://en.wikipedia.org/wiki/Korah","","","Korah","verified_exact_or_redirect",""
"Laban","","https://en.wikipedia.org/wiki/Laban","","","Laban","disambiguation_only","resolved to disambiguation page"
"Laban the Aramean","","","","","","no_exact_page",""
"Leah","https://en.wikipedia.org/wiki/Leah","https://en.wikipedia.org/wiki/Leah","","","Leah","verified_exact_or_redirect",""
"Maachah","","https://en.wikipedia.org/wiki/Maacah","","","Maacah","verified_exact_or_redirect",""
"Machir, son of Manasseh","","","","","","no_exact_page",""
"Madon","","https://en.wikipedia.org/wiki/Madon","","","Madon","verified_exact_or_redirect",""
"Mahalath, the daughter of Ishmael","","","","","","no_exact_page",""
"Mahlon","","https://en.wikipedia.org/wiki/Mahlon","","","Mahlon","verified_exact_or_redirect",""
"Mahseiah","","","","","","no_exact_page",""
"Malachi","https://en.wikipedia.org/wiki/Malachi","https://en.wikipedia.org/wiki/Malachi","","","Malachi","verified_exact_or_redirect",""
"Manasseh","https://en.wikipedia.org/wiki/Tribe_of_Manasseh","https://en.wikipedia.org/wiki/Manasseh","","","Manasseh","verified_exact_or_redirect",""
"Manasseh ben Hezekiah","","","","","","no_exact_page",""
"Manasseh, son of Hezekiah","","","","","","no_exact_page",""
"Manoah","","https://en.wikipedia.org/wiki/Manoah","","","Manoah","verified_exact_or_redirect",""
"matriarchs","https://en.wikipedia.org/wiki/Patriarchs_(Bible)#Matriarchs","https://en.wikipedia.org/wiki/Matriarchs","","","Matriarchs","disambiguation_only","resolved to disambiguation page"
"Mefivoshet","","","","","","no_exact_page",""
"Melchizedek","https://en.wikipedia.org/wiki/Melchizedek","https://en.wikipedia.org/wiki/Melchizedek","","","Melchizedek","verified_exact_or_redirect",""
"Memucan","https://en.wikipedia.org/wiki/Memucan","https://en.wikipedia.org/wiki/Memucan","","","Memucan","verified_exact_or_redirect",""
"Menahem, son of Gadi","","","","","","no_exact_page",""
"Mephibosheth","https://en.wikipedia.org/wiki/Mephibosheth","https://en.wikipedia.org/wiki/Mephibosheth","","","Mephibosheth","verified_exact_or_redirect",""
"Merab","","https://en.wikipedia.org/wiki/Merab","","","Merab","verified_exact_or_redirect",""
"Mered","https://en.wikipedia.org/wiki/Mered","https://en.wikipedia.org/wiki/Mered","","","Mered","verified_exact_or_redirect",""
"Meriv-Baal","","","","","","no_exact_page",""
"Mesha, king of Moab","","","","","","no_exact_page",""
"Meshullam","https://en.wikipedia.org/wiki/Meshullam","https://en.wikipedia.org/wiki/Meshullam","","","Meshullam","verified_exact_or_redirect",""
"Messiah","https://en.wikipedia.org/wiki/Messiah_in_Judaism","https://en.wikipedia.org/wiki/Messiah","","","Messiah","verified_exact_or_redirect",""
"Messiah ben David","","https://en.wikipedia.org/wiki/Messiah_in_Judaism","","","Messiah in Judaism","verified_exact_or_redirect",""
"Messiah ben Yosef","https://en.wikipedia.org/wiki/Messiah_ben_Joseph","","","","","no_exact_page",""
"Messiah, son of David","","","","","","no_exact_page",""
"Messiah, son of Yishai","","","","","","no_exact_page",""
"Methuselah","https://en.wikipedia.org/wiki/Methuselah","https://en.wikipedia.org/wiki/Methuselah","","","Methuselah","verified_exact_or_redirect",""
"Micah","https://en.wikipedia.org/wiki/Micah#Bible","https://en.wikipedia.org/wiki/Micah","","","Micah","verified_exact_or_redirect",""
"Micaiah","","https://en.wikipedia.org/wiki/Micaiah","","","Micaiah","verified_exact_or_redirect",""
"Michael the great ministering angel","","","","","","no_exact_page",""
"Michal","https://en.wikipedia.org/wiki/Michal","https://en.wikipedia.org/wiki/Michal","","","Michal","verified_exact_or_redirect",""
"Michal, daughter of Kushi","","","","","","no_exact_page",""
"Michal, the daughter of Saul","","","","","","no_exact_page",""
"Miriam","https://en.wikipedia.org/wiki/Miriam","https://en.wikipedia.org/wiki/Miriam","","","Miriam","verified_exact_or_redirect",""
"Mishael","","https://en.wikipedia.org/wiki/Mishael","","","Mishael","verified_exact_or_redirect",""
"Moab","https://en.wikipedia.org/wiki/Moab","https://en.wikipedia.org/wiki/Moab","","","Moab","verified_exact_or_redirect",""
"Mordecai","https://en.wikipedia.org/wiki/Mordecai","https://en.wikipedia.org/wiki/Mordecai","","","Mordecai","verified_exact_or_redirect",""
"Mordecai and Esther","","","","","","no_exact_page",""
"Moses","https://en.wikipedia.org/wiki/Moses","https://en.wikipedia.org/wiki/Moses","https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94","משה","Moses","verified_exact_or_redirect",""
"Na’ama the Ammonite","","","","","","no_exact_page",""
"Naamah the Ammonite","","","","","","no_exact_page",""
"Naaman","https://en.wikipedia.org/wiki/Naaman","https://en.wikipedia.org/wiki/Naaman","","","Naaman","verified_exact_or_redirect",""
"Naboth","","https://en.wikipedia.org/wiki/Naboth","","","Naboth","verified_exact_or_redirect",""
"Naboth the Jezreelite","","","","","","no_exact_page",""
"Nadav and Avihu","https://en.wikipedia.org/wiki/Nadab_and_Abihu","https://en.wikipedia.org/wiki/Nadab_and_Abihu","","","Nadab and Abihu","verified_exact_or_redirect",""
"Nahbi","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures,_L%E2%80%93Z#Nahbi","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_L%E2%80%93Z","","","List of minor Hebrew Bible figures, L–Z","verified_exact_or_redirect",""
"Nahor","","https://en.wikipedia.org/wiki/Nahor","","","Nahor","disambiguation_only","resolved to disambiguation page"
"Nahshon","","https://en.wikipedia.org/wiki/Nahshon","","","Nahshon","verified_exact_or_redirect",""
"Nahshon ben Amminadab","","","","","","no_exact_page",""
"Nahshon, son of Amminadab","","","","","","no_exact_page",""
"Naomi","https://en.wikipedia.org/wiki/Naomi_(biblical_figure)","https://en.wikipedia.org/wiki/Naomi","","","Naomi","disambiguation_only","resolved to disambiguation page"
"Naomi’s father","","","","","","no_exact_page",""
"Naphtali","https://en.wikipedia.org/wiki/Naphtali","https://en.wikipedia.org/wiki/Naphtali","","","Naphtali","verified_exact_or_redirect",""
"Nashyan","","","","","","no_exact_page",""
"Nathan the prophet","","","","","","no_exact_page",""
"Natzvat bat Ada’el","","","","","","no_exact_page",""
"Nebaioth","","https://en.wikipedia.org/wiki/Nebaioth","","","Nebaioth","verified_exact_or_redirect",""
"Nebat","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures,_L%E2%80%93Z#Nebat","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_L%E2%80%93Z","","","List of minor Hebrew Bible figures, L–Z","verified_exact_or_redirect",""
"Nebuchadnezzar","https://en.wikipedia.org/wiki/Nebuchadnezzar_II","https://en.wikipedia.org/wiki/Nebuchadnezzar_II","https://he.wikipedia.org/wiki/%D7%A0%D7%91%D7%95%D7%9B%D7%93%D7%A0%D7%90%D7%A6%D7%A8_%D7%94%D7%A9%D7%A0%D7%99","נבוכדנאצר השני","Nebuchadnezzar II","verified_exact_or_redirect",""
"Nebuchadnezzar the wicked","","","","","","no_exact_page",""
"Nebuzaradan","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures,_L%E2%80%93Z#Nebuzaradan","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_L%E2%80%93Z","","","List of minor Hebrew Bible figures, L–Z","verified_exact_or_redirect",""
"Nehemiah","https://en.wikipedia.org/wiki/Nehemiah","https://en.wikipedia.org/wiki/Nehemiah","","","Nehemiah","verified_exact_or_redirect",""
"Nehemiah ben Hacaliah","","","","","","no_exact_page",""
"Nehemiah, son of Hacaliah","","","","","","no_exact_page",""
"Nehemiah, son of Hachaliah","","","","","","no_exact_page",""
"Neriah","","https://en.wikipedia.org/wiki/Neriah","","","Neriah","verified_exact_or_redirect",""
"Nimrod","https://en.wikipedia.org/wiki/Nimrod","https://en.wikipedia.org/wiki/Nimrod","","","Nimrod","verified_exact_or_redirect",""
"Nimrod the wicked","","","","","","no_exact_page",""
"Noah","https://en.wikipedia.org/wiki/Noah#Noah's_drunkenness","https://en.wikipedia.org/wiki/Noah","https://he.wikipedia.org/wiki/%D7%A0%D7%97","נח","Noah","verified_exact_or_redirect",""
"Noah the righteous","","","","","","no_exact_page",""
"Obadiah","","https://en.wikipedia.org/wiki/Obadiah","","","Obadiah","verified_exact_or_redirect",""
"Obed","","https://en.wikipedia.org/wiki/Obed","","","Obed","disambiguation_only","resolved to disambiguation page"
"Og","https://en.wikipedia.org/wiki/Og","https://en.wikipedia.org/wiki/Og","","","Og","verified_exact_or_redirect",""
"Og, King of Bashan","","https://en.wikipedia.org/wiki/Og","","","Og","verified_exact_or_redirect",""
"Og, king of the Bashan","","","","","","no_exact_page",""
"Og, the king of Bashan","","","","","","no_exact_page",""
"Omri","","https://en.wikipedia.org/wiki/Omri","","","Omri","verified_exact_or_redirect",""
"On, son of Peleth","","","","","","no_exact_page",""
"Onan","","https://en.wikipedia.org/wiki/Onan","","","Onan","verified_exact_or_redirect",""
"Orpah","","https://en.wikipedia.org/wiki/Orpah","","","Orpah","verified_exact_or_redirect",""
"Othniel","https://en.wikipedia.org/wiki/Othniel","https://en.wikipedia.org/wiki/Othniel","","","Othniel","verified_exact_or_redirect",""
"Othniel, son of Kenaz","","","","","","no_exact_page",""
"our Patriarch Abraham","","","","","","no_exact_page",""
"Palti","","https://en.wikipedia.org/wiki/Palti","","","Palti","disambiguation_only","resolved to disambiguation page"
"Palti, son of Laish","","https://en.wikipedia.org/wiki/Palti%2C_son_of_Laish","","","Palti, son of Laish","verified_exact_or_redirect",""
"Paltiel","","https://en.wikipedia.org/wiki/Paltiel","","","Paltiel","disambiguation_only","resolved to disambiguation page"
"Parosh","","","","","","no_exact_page",""
"Pashḥur","","","","","","no_exact_page",""
"Pashḥur ben Immer","","","","","","no_exact_page",""
"Pekah, son of Remaliah","","","","","","no_exact_page",""
"Pelatiah, son of Benaiah","","","","","","no_exact_page",""
"Peninnah","https://en.wikipedia.org/wiki/Peninnah","https://en.wikipedia.org/wiki/Peninnah","","","Peninnah","verified_exact_or_redirect",""
"Perez","https://en.wikipedia.org/wiki/Perez_(son_of_Judah)","https://en.wikipedia.org/wiki/P%C3%A9rez","","","Pérez","verified_exact_or_redirect",""
"Pharaoh","https://en.wikipedia.org/wiki/Pharaohs_in_the_Bible#In_the_Book_of_Genesis","https://en.wikipedia.org/wiki/Pharaoh","https://he.wikipedia.org/wiki/%D7%A4%D7%A8%D7%A2%D7%94","פרעה","Pharaoh","verified_exact_or_redirect",""
"Pharaoh Neco","","","","","","no_exact_page",""
"Pharaoh Nekho","https://en.wikipedia.org/wiki/Necho_II","","","","","no_exact_page",""
"Pharaoh the lame","","","","","","no_exact_page",""
"Pharaoh the wicked","","","","","","no_exact_page",""
"Pharaoh’s daughter","https://en.wikipedia.org/wiki/Pharaoh%27s_daughter_(Exodus)","","","","","no_exact_page",""
"Philistines","https://en.wikipedia.org/wiki/Philistines#Scholarly_consensus","https://en.wikipedia.org/wiki/Philistines","","","Philistines","verified_exact_or_redirect",""
"Pinehas","https://en.wikipedia.org/wiki/Phinehas","https://en.wikipedia.org/wiki/Phinehas","","","Phinehas","verified_exact_or_redirect",""
"Potiphar","https://en.wikipedia.org/wiki/Potiphar","https://en.wikipedia.org/wiki/Potiphar","","","Potiphar","verified_exact_or_redirect",""
"Puah","","https://en.wikipedia.org/wiki/Shiphrah_and_Puah","","","Shiphrah and Puah","verified_exact_or_redirect",""
"Rabshakeh","","https://en.wikipedia.org/wiki/Rabshakeh","","","Rabshakeh","verified_exact_or_redirect",""
"Rachel","https://en.wikipedia.org/wiki/Rachel","https://en.wikipedia.org/wiki/Rachel","","","Rachel","verified_exact_or_redirect",""
"Rahab","https://en.wikipedia.org/wiki/Rahab","https://en.wikipedia.org/wiki/Rahab","","","Rahab","verified_exact_or_redirect",""
"Rahab the prostitute","","","","","","no_exact_page",""
"Rebecca","","https://en.wikipedia.org/wiki/Rebecca","","","Rebecca","disambiguation_only","resolved to disambiguation page"
"Rehoboam","https://en.wikipedia.org/wiki/Rehoboam","https://en.wikipedia.org/wiki/Rehoboam","","","Rehoboam","verified_exact_or_redirect",""
"Reuben","https://en.wikipedia.org/wiki/Reuben_(son_of_Jacob)","https://en.wikipedia.org/wiki/Reuben","","","Reuben","verified_exact_or_redirect",""
"Ruth","https://en.wikipedia.org/wiki/Ruth_(biblical_figure)","https://en.wikipedia.org/wiki/Ruth","","","Ruth","disambiguation_only","resolved to disambiguation page"
"Ruth the Moabite","","https://en.wikipedia.org/wiki/Ruth_(biblical_figure)","","","Ruth (biblical figure)","verified_exact_or_redirect",""
"Salmon","","https://en.wikipedia.org/wiki/Salmon","","","Salmon","verified_exact_or_redirect",""
"Samson","https://en.wikipedia.org/wiki/Samson","https://en.wikipedia.org/wiki/Samson","","","Samson","verified_exact_or_redirect",""
"Samuel","https://en.wikipedia.org/wiki/Samuel","https://en.wikipedia.org/wiki/Samuel","","","Samuel","verified_exact_or_redirect",""
"Samuel from Rama","","","","","","no_exact_page",""
"Samuel from Ramah","","","","","","no_exact_page",""
"Samuel of Rama","","","","","","no_exact_page",""
"Samuel of Ramah","","","","","","no_exact_page",""
"Samuel the Ramathite","","","","","","no_exact_page",""
"Samuel the righteous","","","","","","no_exact_page",""
"Saph","","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_L%E2%80%93Z","","","List of minor Hebrew Bible figures, L–Z","verified_exact_or_redirect",""
"Sarah","https://en.wikipedia.org/wiki/Sarah","https://en.wikipedia.org/wiki/Sarah","","","Sarah","verified_exact_or_redirect",""
"Sarah, Rachel, and Hannah","","","","","","no_exact_page",""
"Saraph","","https://en.wikipedia.org/wiki/Boeing_AH-64_Apache","","","Boeing AH-64 Apache","verified_exact_or_redirect",""
"Saul","https://en.wikipedia.org/wiki/Saul","https://en.wikipedia.org/wiki/Saul","https://he.wikipedia.org/wiki/%D7%A9%D7%90%D7%95%D7%9C","שאול","Saul","verified_exact_or_redirect",""
"Saul, son of Kish","","","","","","no_exact_page",""
"seed of Aaron","","","","","","no_exact_page",""
"Segub","","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_L%E2%80%93Z","","","List of minor Hebrew Bible figures, L–Z","verified_exact_or_redirect",""
"Sena’a ben Binyamin","","","","","","no_exact_page",""
"Sena’av ben Binyamin","","","","","","no_exact_page",""
"Sennacherib","https://en.wikipedia.org/wiki/Sennacherib","https://en.wikipedia.org/wiki/Sennacherib","","","Sennacherib","verified_exact_or_redirect",""
"Sennacherib the wicked","","","","","","no_exact_page",""
"Sennacherib, king of Assyria","","","","","","no_exact_page",""
"Serah, the daughter of Asher","","","","","","no_exact_page",""
"Seraiah","https://en.wikipedia.org/wiki/Seraiah#High_Priest","https://en.wikipedia.org/wiki/Seraiah","","","Seraiah","verified_exact_or_redirect",""
"Seraiah, the son of Mahseiah","","","","","","no_exact_page",""
"Seth","","https://en.wikipedia.org/wiki/Seth","","","Seth","verified_exact_or_redirect",""
"Sethur the son of Michael","","","","","","no_exact_page",""
"Shakrai","","","","","","no_exact_page",""
"Shakrurai","","","","","","no_exact_page",""
"Shallum","https://en.wikipedia.org/wiki/Shallum#Ancestor_of_Ezra","https://en.wikipedia.org/wiki/Shallum","","","Shallum","verified_exact_or_redirect",""
"Shaphan","https://en.wikipedia.org/wiki/Shaphan","https://en.wikipedia.org/wiki/Shaphan","","","Shaphan","verified_exact_or_redirect",""
"Sheba, son of Bichri","https://en.wikipedia.org/wiki/Sheba_son_of_Bichri","","","","","no_exact_page",""
"Shecaniah ben Jehiel","","","","","","no_exact_page",""
"Shefatya ben Avital","","","","","","no_exact_page",""
"Shelumiel, son of Zuri Shaddai","","","","","","no_exact_page",""
"Shem","https://en.wikipedia.org/wiki/Shem","https://en.wikipedia.org/wiki/Shem","","","Shem","verified_exact_or_redirect",""
"Shem the Great","","","","","","no_exact_page",""
"Sheshai","https://en.wikipedia.org/wiki/Sheshai","https://en.wikipedia.org/wiki/Sheshai","","","Sheshai","verified_exact_or_redirect",""
"Shevilnai","","","","","","no_exact_page",""
"Shevilnai, daughter of Zur","","","","","","no_exact_page",""
"Shevuel, son of Gershom","","","","","","no_exact_page",""
"Shimei","","https://en.wikipedia.org/wiki/Shimei","","","Shimei","verified_exact_or_redirect",""
"Shimei, the son of Gera","","","","","","no_exact_page",""
"Shimi ben Gera","","","","","","no_exact_page",""
"Shimi, David’s brother","","","","","","no_exact_page",""
"Shimshai","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures,_L%E2%80%93Z#Shimshai","https://en.wikipedia.org/wiki/List_of_minor_Hebrew_Bible_figures%2C_L%E2%80%93Z","","","List of minor Hebrew Bible figures, L–Z","verified_exact_or_redirect",""
"Shiphrah","","https://en.wikipedia.org/wiki/Shiphrah_and_Puah","","","Shiphrah and Puah","verified_exact_or_redirect",""
"Shishak, king of Egypt","","","","","","no_exact_page",""
"Shobach","","","","","","no_exact_page",""
"Shophach","","","","","","no_exact_page",""
"Sihon","https://en.wikipedia.org/wiki/Sihon","https://en.wikipedia.org/wiki/Sihon","","","Sihon","verified_exact_or_redirect",""
"Simeon","","https://en.wikipedia.org/wiki/Simeon","","","Simeon","verified_exact_or_redirect",""
"Sisera","https://en.wikipedia.org/wiki/Sisera","https://en.wikipedia.org/wiki/Sisera","","","Sisera","verified_exact_or_redirect",""
"Solomon","https://en.wikipedia.org/wiki/Solomon","https://en.wikipedia.org/wiki/Solomon","https://he.wikipedia.org/wiki/%D7%A9%D7%9C%D7%9E%D7%94","שלמה","Solomon","verified_exact_or_redirect",""
"Solomon, son of David","","","","","","no_exact_page",""
"Son of Amoz","","","","","","no_exact_page",""
"son of Amram","","","","","","no_exact_page",""
"son of Bithiah","","","","","","no_exact_page",""
"son of Salu","","","","","","no_exact_page",""
"son of the Canaanite woman","","","","","","no_exact_page",""
"sons of Aaron","","","","","","no_exact_page",""
"sons of Eli","","","","","","no_exact_page",""
"sons of Korah","https://en.wikipedia.org/wiki/Korahites","https://en.wikipedia.org/wiki/Sons_of_Korah","","","Sons of Korah","disambiguation_only","resolved to disambiguation page"
"sons of Samuel","","","","","","no_exact_page",""
"Talmai","https://en.wikipedia.org/wiki/Talmai#Talmai_and_his_brothers,_the_Nephilim","https://en.wikipedia.org/wiki/Talmai","","","Talmai","verified_exact_or_redirect",""
"Tamar","https://en.wikipedia.org/wiki/Tamar_(Genesis)","https://en.wikipedia.org/wiki/Tamar","","","Tamar","disambiguation_only","resolved to disambiguation page"
"Teresh","","https://en.wikipedia.org/wiki/Teresh","","","Teresh","disambiguation_only","resolved to disambiguation page"
"The astrologers of Pharaoh","","","","","","no_exact_page",""
"the daughter of Pharaoh","","","","","","no_exact_page",""
"the generation of the dispersion","","","","","","no_exact_page",""
"the generation of the flood","","","","","","no_exact_page",""
"the Matriarchs","https://en.wikipedia.org/wiki/Patriarchs_(Bible)#Matriarchs","","","","","no_exact_page",""
"the Patriarchs","https://en.wikipedia.org/wiki/Patriarchs_(Bible)","https://en.wikipedia.org/wiki/Patriarchs_(Bible)","","","Patriarchs (Bible)","verified_exact_or_redirect",""
"the prophet Habakkuk","","","","","","no_exact_page",""
"the righteous Esther","","","","","","no_exact_page",""
"the righteous Mordecai","","","","","","no_exact_page",""
"the son of Manoah","","","","","","no_exact_page",""
"the spies","","","","","","no_exact_page",""
"the wicked Balak","","","","","","no_exact_page",""
"the wicked Esau","","","","","","no_exact_page",""
"the wicked Haman","","","","","","no_exact_page",""
"the wicked Nebuchadnezzar","","","","","","no_exact_page",""
"the wicked Vashti","","","","","","no_exact_page",""
"Timna","","https://en.wikipedia.org/wiki/Timna","","","Timna","verified_exact_or_redirect",""
"Tzelelponit","","https://en.wikipedia.org/wiki/Hazzelelponi","","","Hazzelelponi","verified_exact_or_redirect",""
"Uriah the Hittite","","https://en.wikipedia.org/wiki/Uriah_the_Hittite","","","Uriah the Hittite","verified_exact_or_redirect",""
"Uzziah","https://en.wikipedia.org/wiki/Uzziah","https://en.wikipedia.org/wiki/Uzziah","","","Uzziah","verified_exact_or_redirect",""
"Vashti","https://en.wikipedia.org/wiki/Vashti","https://en.wikipedia.org/wiki/Vashti","","","Vashti","verified_exact_or_redirect",""
"wicked Balaam","","","","","","no_exact_page",""
"wife of Potiphar","","","","","","no_exact_page",""
"Yael","https://en.wikipedia.org/wiki/Jael","https://en.wikipedia.org/wiki/Jael","","","Jael","verified_exact_or_redirect",""
"Yair, son of Manasseh","","","","","","no_exact_page",""
